,rider_code,nb_gc_finished,nb_win_gc,nb_pod_gc,nb_top10_gc,pts_gc,avg_rnk_gc,pct_win_gc,pct_pod_gc,pct_top10_gc,avg_pts_gc
648,lindsay-de-vylder,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
649,christophe-noppe,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
650,victor-langellotti,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
651,matthew-gibson,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
652,pier-andre-cote,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
653,robbe-ghys,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
654,simone-bevilacqua,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
655,declan-irvine,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
656,brandon-smith-rivera-vargas,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
657,inigo-elosegui,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
658,lasse-norman-leth,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
659,mathias-vacek,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
660,ethan-vernon,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
661,matthew-riccitello,1,0,0,0,32.0,32.0,0.0,0.0,0.0,32.0
662,jason-osborne,1,0,0,0,9.0,9.0,0.0,0.0,0.0,9.0
663,thomas-gloag,1,0,0,0,8.0,8.0,0.0,0.0,0.0,8.0
664,joshua-tarling,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
665,arthur-kluckers,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
666,jan-maas,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
667,mika-heming,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
668,tom-paquot,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
669,rick-pluimers,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
670,elmar-reinders,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
671,fran-miholjevic,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
672,maurice-ballerstedt,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
673,matevz-govekar,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
674,fabio-van-den-bossche,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
675,riccardo-lucca,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
676,luca-colnaghi,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
677,blake-quick,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
678,maikel-zijlaard,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
679,enrico-zanoncello,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
680,arvid-de-kleijn,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
681,sebastian-kolze-changizi,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
682,cameron-wurf,2,0,0,0,25.0,12.5,0.0,0.0,0.0,12.5
683,antonio-soto,3,0,0,0,30.0,10.0,0.0,0.0,0.0,10.0
684,joan-bou,4,0,0,0,45.0,15.0,0.0,0.0,0.0,11.25
685,torstein-traeen,1,0,0,1,80.0,80.0,0.0,0.0,1.0,80.0
686,henri-vandenabeele,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
687,francisco-galvan,2,0,0,0,25.0,12.5,0.0,0.0,0.0,12.5
688,joel-nicolau,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
689,jacob-hindsgaul-madsen,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
690,manuel-penalver,1,0,0,0,0.0,,0.0,0.0,0.0,0.0
691,rasmus-tiller,1,0,0,0,20.0,20.0,0.0,0.0,0.0,20.0
692,xabier-mikel-azparren-irurzun,2,0,0,0,40.0,20.0,0.0,0.0,0.0,20.0
693,jose-manuel-diaz-gallego,1,0,0,0,20.0,20.0,0.0,0.0,0.0,20.0
694,ben-turner,1,0,0,0,20.0,20.0,0.0,0.0,0.0,20.0
695,vojtech-repa,1,0,0,0,20.0,20.0,0.0,0.0,0.0,20.0
696,ibai-azurmendi-sagastibel,1,0,0,0,20.0,20.0,0.0,0.0,0.0,20.0
697,cedric-beullens,1,0,0,0,20.0,20.0,0.0,0.0,0.0,20.0
